Application ID,Company,Skill,Status
APP0095,Ironclad Manufacturing,Google Sheets,Interview
APP0095,Ironclad Manufacturing,Data Modeling,Interview
APP0095,Ironclad Manufacturing,Statistics,Interview
APP0095,Ironclad Manufacturing,Forecasting,Interview
APP0095,Ironclad Manufacturing,Communication,Interview
APP0096,Quartz Data Solutions,A/B Testing,No Response
APP0096,Quartz Data Solutions,Snowflake,No Response
APP0096,Quartz Data Solutions,NumPy,No Response
APP0096,Quartz Data Solutions,Forecasting,No Response
APP0097,Lighthouse Retail Group,Data Modeling,Rejected
APP0097,Lighthouse Retail Group,R,Rejected
APP0097,Lighthouse Retail Group,Power Query,Rejected
APP0097,Lighthouse Retail Group,SQL,Rejected
APP0097,Lighthouse Retail Group,Snowflake,Rejected
APP0098,Parallax Software,DAX,No Response
APP0098,Parallax Software,Looker,No Response
APP0098,Parallax Software,Statistics,No Response
APP0098,Parallax Software,R,No Response
APP0098,Parallax Software,VBA,No Response
APP0098,Parallax Software,Google Sheets,No Response
APP0098,Parallax Software,Data Cleaning,No Response
APP0098,Parallax Software,Forecasting,No Response
APP0099,Lighthouse Retail Group,VBA,Rejected
APP0099,Lighthouse Retail Group,Data Visualization,Rejected
APP0099,Lighthouse Retail Group,Looker,Rejected
APP0099,Lighthouse Retail Group,Business Intelligence,Rejected
APP0099,Lighthouse Retail Group,Pandas,Rejected
APP0099,Lighthouse Retail Group,NumPy,Rejected
APP0100,Skyline Retailers,Business Intelligence,Applied
APP0100,Skyline Retailers,VBA,Applied
APP0100,Skyline Retailers,DAX,Applied
APP0100,Skyline Retailers,Forecasting,Applied
APP0100,Skyline Retailers,Looker,Applied
APP0100,Skyline Retailers,Pandas,Applied
APP0101,Marlin Energy,Communication,No Response
APP0101,Marlin Energy,VBA,No Response
APP0101,Marlin Energy,Power BI,No Response
APP0101,Marlin Energy,R,No Response
APP0101,Marlin Energy,Tableau,No Response
APP0101,Marlin Energy,Excel,No Response
APP0102,Vertex Capital Partners,Looker,No Response
APP0102,Vertex Capital Partners,Business Intelligence,No Response
APP0102,Vertex Capital Partners,Git,No Response
APP0102,Vertex Capital Partners,SQL,No Response
APP0102,Vertex Capital Partners,PivotTables,No Response
APP0103,Harbor Health Systems,Statistics,Offer
APP0103,Harbor Health Systems,NumPy,Offer
APP0103,Harbor Health Systems,Machine Learning,Offer
APP0103,Harbor Health Systems,Azure,Offer
APP0104,Bright Path Media,Business Intelligence,Applied
APP0104,Bright Path Media,Statistics,Applied
APP0104,Bright Path Media,Forecasting,Applied
APP0104,Bright Path Media,NumPy,Applied
APP0105,Skyline Retailers,Data Cleaning,Rejected
APP0105,Skyline Retailers,Power Query,Rejected
APP0105,Skyline Retailers,Machine Learning,Rejected
APP0105,Skyline Retailers,ETL,Rejected
APP0105,Skyline Retailers,Pandas,Rejected
APP0105,Skyline Retailers,Statistics,Rejected
APP0106,Horizon Freight,Communication,No Response
APP0106,Horizon Freight,Power BI,No Response
APP0106,Horizon Freight,Azure,No Response
APP0106,Horizon Freight,NumPy,No Response
APP0106,Horizon Freight,Data Visualization,No Response
APP0106,Horizon Freight,AWS,No Response
APP0107,Bright Path Media,Tableau,Interview
APP0107,Bright Path Media,PivotTables,Interview
APP0107,Bright Path Media,Statistics,Interview
APP0107,Bright Path Media,Google Sheets,Interview
APP0107,Bright Path Media,Machine Learning,Interview
APP0107,Bright Path Media,Power BI,Interview
APP0107,Bright Path Media,R,Interview
APP0107,Bright Path Media,DAX,Interview
APP0108,Copper Ridge Insurance,Business Intelligence,No Response
APP0108,Copper Ridge Insurance,Excel,No Response
APP0108,Copper Ridge Insurance,Data Cleaning,No Response
APP0108,Copper Ridge Insurance,Pandas,No Response
APP0108,Copper Ridge Insurance,Data Modeling,No Response
APP0108,Copper Ridge Insurance,DAX,No Response
APP0109,Summit Consulting Partners,Data Visualization,No Response
APP0109,Summit Consulting Partners,Data Cleaning,No Response
APP0109,Summit Consulting Partners,Machine Learning,No Response
APP0109,Summit Consulting Partners,Data Modeling,No Response
APP0109,Summit Consulting Partners,ETL,No Response
APP0109,Summit Consulting Partners,Python,No Response
APP0109,Summit Consulting Partners,R,No Response
APP0110,Willow Creek Health,Machine Learning,Applied
APP0110,Willow Creek Health,R,Applied
APP0110,Willow Creek Health,Business Intelligence,Applied
APP0110,Willow Creek Health,Looker,Applied
APP0110,Willow Creek Health,A/B Testing,Applied
APP0110,Willow Creek Health,ETL,Applied
APP0111,Amber Logistics,SQL,Rejected
APP0111,Amber Logistics,Machine Learning,Rejected
APP0111,Amber Logistics,AWS,Rejected
APP0111,Amber Logistics,R,Rejected
APP0111,Amber Logistics,Communication,Rejected
APP0111,Amber Logistics,Git,Rejected
APP0111,Amber Logistics,Power Query,Rejected
APP0111,Amber Logistics,Business Intelligence,Rejected
APP0112,Cascade Retail Co,NumPy,Rejected
APP0112,Cascade Retail Co,Pandas,Rejected
APP0112,Cascade Retail Co,SQL,Rejected
APP0112,Cascade Retail Co,Looker,Rejected
APP0112,Cascade Retail Co,Snowflake,Rejected
APP0112,Cascade Retail Co,PivotTables,Rejected
APP0112,Cascade Retail Co,Azure,Rejected
APP0113,Willow Creek Health,VBA,No Response
APP0113,Willow Creek Health,Power Query,No Response
APP0113,Willow Creek Health,Data Modeling,No Response
APP0113,Willow Creek Health,NumPy,No Response
APP0113,Willow Creek Health,Communication,No Response
APP0113,Willow Creek Health,Tableau,No Response
APP0113,Willow Creek Health,Machine Learning,No Response
APP0113,Willow Creek Health,SQL,No Response
APP0114,Solstice Software,Data Cleaning,Rejected
APP0114,Solstice Software,R,Rejected
APP0114,Solstice Software,AWS,Rejected
APP0114,Solstice Software,Forecasting,Rejected
APP0114,Solstice Software,SQL,Rejected
APP0114,Solstice Software,Python,Rejected
APP0115,Union Square Bank,Data Cleaning,Applied
APP0115,Union Square Bank,Power Query,Applied
APP0115,Union Square Bank,Looker,Applied
APP0115,Union Square Bank,Statistics,Applied
APP0115,Union Square Bank,ETL,Applied
APP0116,Horizon Freight,SQL,No Response
APP0116,Horizon Freight,Snowflake,No Response
APP0116,Horizon Freight,Power Query,No Response
APP0116,Horizon Freight,Business Intelligence,No Response
APP0116,Horizon Freight,Tableau,No Response
APP0116,Horizon Freight,Excel,No Response
APP0116,Horizon Freight,Pandas,No Response
APP0117,Greenfield Foods,Business Intelligence,No Response
APP0117,Greenfield Foods,Azure,No Response
APP0117,Greenfield Foods,Git,No Response
APP0117,Greenfield Foods,VBA,No Response
APP0117,Greenfield Foods,Machine Learning,No Response
APP0117,Greenfield Foods,PivotTables,No Response
APP0117,Greenfield Foods,Data Visualization,No Response
APP0118,Trailhead Logistics,Python,Applied
APP0118,Trailhead Logistics,Communication,Applied
APP0118,Trailhead Logistics,Tableau,Applied
APP0118,Trailhead Logistics,Excel,Applied
APP0118,Trailhead Logistics,DAX,Applied
APP0119,Cypress Analytics,Looker,No Response
APP0119,Cypress Analytics,NumPy,No Response
APP0119,Cypress Analytics,Excel,No Response
APP0119,Cypress Analytics,Google Sheets,No Response
APP0119,Cypress Analytics,Communication,No Response
APP0119,Cypress Analytics,R,No Response
APP0120,Ironclad Manufacturing,Data Visualization,No Response
APP0120,Ironclad Manufacturing,Data Cleaning,No Response
APP0120,Ironclad Manufacturing,Machine Learning,No Response
APP0120,Ironclad Manufacturing,Snowflake,No Response
APP0121,Bluepeak Insurance,Azure,Rejected
APP0121,Bluepeak Insurance,Forecasting,Rejected
APP0121,Bluepeak Insurance,Statistics,Rejected
APP0121,Bluepeak Insurance,Snowflake,Rejected
APP0121,Bluepeak Insurance,Power BI,Rejected
APP0121,Bluepeak Insurance,Google Sheets,Rejected
APP0121,Bluepeak Insurance,SQL,Rejected
APP0122,Summit Consulting Partners,Tableau,Applied
APP0122,Summit Consulting Partners,ETL,Applied
APP0122,Summit Consulting Partners,Communication,Applied
APP0122,Summit Consulting Partners,Data Cleaning,Applied
APP0122,Summit Consulting Partners,Python,Applied
APP0122,Summit Consulting Partners,NumPy,Applied
APP0122,Summit Consulting Partners,PivotTables,Applied
APP0122,Summit Consulting Partners,Snowflake,Applied
APP0123,Trailhead Logistics,A/B Testing,Rejected
APP0123,Trailhead Logistics,Power Query,Rejected
APP0123,Trailhead Logistics,Data Modeling,Rejected
APP0123,Trailhead Logistics,Python,Rejected
APP0124,Cobalt Analytics Inc,R,No Response
APP0124,Cobalt Analytics Inc,Data Cleaning,No Response
APP0124,Cobalt Analytics Inc,Python,No Response
APP0124,Cobalt Analytics Inc,ETL,No Response
APP0124,Cobalt Analytics Inc,AWS,No Response
APP0124,Cobalt Analytics Inc,NumPy,No Response
APP0124,Cobalt Analytics Inc,Power Query,No Response
APP0124,Cobalt Analytics Inc,Forecasting,No Response
APP0125,Amber Logistics,Power BI,Applied
APP0125,Amber Logistics,Tableau,Applied
APP0125,Amber Logistics,Python,Applied
APP0125,Amber Logistics,PivotTables,Applied
APP0125,Amber Logistics,A/B Testing,Applied
APP0125,Amber Logistics,Machine Learning,Applied
APP0126,Bluepeak Insurance,Power Query,Rejected
APP0126,Bluepeak Insurance,Snowflake,Rejected
APP0126,Bluepeak Insurance,Google Sheets,Rejected
APP0126,Bluepeak Insurance,PivotTables,Rejected
APP0126,Bluepeak Insurance,R,Rejected
APP0126,Bluepeak Insurance,Data Cleaning,Rejected
APP0126,Bluepeak Insurance,ETL,Rejected
APP0126,Bluepeak Insurance,Tableau,Rejected
APP0127,Clearwater Media,AWS,Rejected
APP0127,Clearwater Media,DAX,Rejected
APP0127,Clearwater Media,Machine Learning,Rejected
APP0127,Clearwater Media,Power BI,Rejected
APP0127,Clearwater Media,Tableau,Rejected
APP0127,Clearwater Media,NumPy,Rejected
APP0127,Clearwater Media,Excel,Rejected
APP0127,Clearwater Media,Data Cleaning,Rejected
APP0128,Union Square Bank,Data Cleaning,Applied
APP0128,Union Square Bank,Statistics,Applied
APP0128,Union Square Bank,NumPy,Applied
APP0128,Union Square Bank,Business Intelligence,Applied
APP0128,Union Square Bank,Communication,Applied
APP0129,Meridian Data Co,Communication,Rejected
APP0129,Meridian Data Co,DAX,Rejected
APP0129,Meridian Data Co,Machine Learning,Rejected
APP0129,Meridian Data Co,NumPy,Rejected
APP0129,Meridian Data Co,Git,Rejected
APP0129,Meridian Data Co,Python,Rejected
APP0129,Meridian Data Co,A/B Testing,Rejected
APP0130,Amber Logistics,Azure,Offer
APP0130,Amber Logistics,AWS,Offer
APP0130,Amber Logistics,SQL,Offer
APP0130,Amber Logistics,Snowflake,Offer
APP0130,Amber Logistics,R,Offer
APP0131,Fieldstone Consulting,Power Query,No Response
APP0131,Fieldstone Consulting,Machine Learning,No Response
APP0131,Fieldstone Consulting,Data Visualization,No Response
APP0131,Fieldstone Consulting,Data Cleaning,No Response
APP0131,Fieldstone Consulting,Data Modeling,No Response
APP0131,Fieldstone Consulting,R,No Response
APP0131,Fieldstone Consulting,Snowflake,No Response
APP0131,Fieldstone Consulting,Google Sheets,No Response
APP0132,Anchor Insurance Services,VBA,No Response
APP0132,Anchor Insurance Services,Data Visualization,No Response
APP0132,Anchor Insurance Services,Git,No Response
APP0132,Anchor Insurance Services,Power BI,No Response
APP0132,Anchor Insurance Services,Machine Learning,No Response
APP0132,Anchor Insurance Services,Communication,No Response
APP0132,Anchor Insurance Services,Business Intelligence,No Response
APP0132,Anchor Insurance Services,Statistics,No Response
APP0133,Union Square Bank,A/B Testing,No Response
APP0133,Union Square Bank,Machine Learning,No Response
APP0133,Union Square Bank,Power Query,No Response
APP0133,Union Square Bank,Data Cleaning,No Response
APP0133,Union Square Bank,Azure,No Response
APP0133,Union Square Bank,PivotTables,No Response
APP0133,Union Square Bank,Communication,No Response
APP0133,Union Square Bank,Business Intelligence,No Response
APP0134,Greenfield Foods,PivotTables,Rejected
APP0134,Greenfield Foods,Data Visualization,Rejected
APP0134,Greenfield Foods,Statistics,Rejected
APP0134,Greenfield Foods,DAX,Rejected
APP0134,Greenfield Foods,Machine Learning,Rejected
APP0134,Greenfield Foods,Power BI,Rejected
APP0134,Greenfield Foods,Pandas,Rejected
APP0134,Greenfield Foods,VBA,Rejected
APP0135,Cypress Analytics,Data Visualization,Interview
APP0135,Cypress Analytics,Communication,Interview
APP0135,Cypress Analytics,Tableau,Interview
APP0135,Cypress Analytics,Google Sheets,Interview
APP0135,Cypress Analytics,Data Cleaning,Interview
APP0136,Elm Street Foods,AWS,Applied
APP0136,Elm Street Foods,SQL,Applied
APP0136,Elm Street Foods,Data Visualization,Applied
APP0136,Elm Street Foods,Excel,Applied
APP0136,Elm Street Foods,VBA,Applied
APP0136,Elm Street Foods,Tableau,Applied
APP0136,Elm Street Foods,DAX,Applied
APP0137,Elm Street Foods,Power Query,Applied
APP0137,Elm Street Foods,Looker,Applied
APP0137,Elm Street Foods,NumPy,Applied
APP0137,Elm Street Foods,PivotTables,Applied
APP0137,Elm Street Foods,Machine Learning,Applied
APP0137,Elm Street Foods,Snowflake,Applied
APP0138,Rivergate Bank,Power BI,No Response
APP0138,Rivergate Bank,Business Intelligence,No Response
APP0138,Rivergate Bank,Azure,No Response
APP0138,Rivergate Bank,ETL,No Response
APP0138,Rivergate Bank,Power Query,No Response
APP0138,Rivergate Bank,NumPy,No Response
APP0138,Rivergate Bank,SQL,No Response
APP0139,Rivergate Bank,Snowflake,Rejected
APP0139,Rivergate Bank,Data Visualization,Rejected
APP0139,Rivergate Bank,Looker,Rejected
APP0139,Rivergate Bank,Pandas,Rejected
APP0140,Anchor Insurance Services,Power Query,Rejected
APP0140,Anchor Insurance Services,Tableau,Rejected
APP0140,Anchor Insurance Services,Communication,Rejected
APP0140,Anchor Insurance Services,Statistics,Rejected
APP0140,Anchor Insurance Services,Data Modeling,Rejected
APP0141,Crestline Insurance,Communication,Applied
APP0141,Crestline Insurance,Data Visualization,Applied
APP0141,Crestline Insurance,Machine Learning,Applied
APP0141,Crestline Insurance,VBA,Applied
APP0141,Crestline Insurance,Statistics,Applied
APP0141,Crestline Insurance,Snowflake,Applied
APP0142,Bright Path Media,Data Modeling,Applied
APP0142,Bright Path Media,NumPy,Applied
APP0142,Bright Path Media,Statistics,Applied
APP0142,Bright Path Media,Looker,Applied
APP0142,Bright Path Media,Snowflake,Applied
APP0142,Bright Path Media,Tableau,Applied
APP0143,Cascade Retail Co,DAX,Applied
APP0143,Cascade Retail Co,Communication,Applied
APP0143,Cascade Retail Co,Tableau,Applied
APP0143,Cascade Retail Co,Azure,Applied
APP0143,Cascade Retail Co,NumPy,Applied
APP0143,Cascade Retail Co,PivotTables,Applied
APP0143,Cascade Retail Co,Pandas,Applied
APP0144,Clearwater Media,VBA,Rejected
APP0144,Clearwater Media,Python,Rejected
APP0144,Clearwater Media,Tableau,Rejected
APP0144,Clearwater Media,Snowflake,Rejected
APP0144,Clearwater Media,Power Query,Rejected
APP0145,Union Square Bank,Power BI,No Response
APP0145,Union Square Bank,Statistics,No Response
APP0145,Union Square Bank,Data Visualization,No Response
APP0145,Union Square Bank,NumPy,No Response
APP0146,Amber Logistics,AWS,Rejected
APP0146,Amber Logistics,R,Rejected
APP0146,Amber Logistics,Machine Learning,Rejected
APP0146,Amber Logistics,DAX,Rejected
APP0146,Amber Logistics,Python,Rejected
APP0146,Amber Logistics,Power BI,Rejected
APP0146,Amber Logistics,Tableau,Rejected
APP0147,Fieldstone Consulting,Git,Rejected
APP0147,Fieldstone Consulting,R,Rejected
APP0147,Fieldstone Consulting,NumPy,Rejected
APP0147,Fieldstone Consulting,DAX,Rejected
APP0148,Anchor Insurance Services,Google Sheets,No Response
APP0148,Anchor Insurance Services,Excel,No Response
APP0148,Anchor Insurance Services,Data Visualization,No Response
APP0148,Anchor Insurance Services,Statistics,No Response
APP0149,Vantage Point Capital,Forecasting,Applied
APP0149,Vantage Point Capital,Data Cleaning,Applied
APP0149,Vantage Point Capital,Google Sheets,Applied
APP0149,Vantage Point Capital,NumPy,Applied
APP0150,Skyline Retailers,Forecasting,Applied
APP0150,Skyline Retailers,Tableau,Applied
APP0150,Skyline Retailers,Looker,Applied
APP0150,Skyline Retailers,Statistics,Applied
APP0150,Skyline Retailers,Data Cleaning,Applied
APP0151,Fieldstone Consulting,Power BI,Applied
APP0151,Fieldstone Consulting,Excel,Applied
APP0151,Fieldstone Consulting,Communication,Applied
APP0151,Fieldstone Consulting,Tableau,Applied
APP0151,Fieldstone Consulting,PivotTables,Applied
APP0152,Solstice Software,Machine Learning,Rejected
APP0152,Solstice Software,Google Sheets,Rejected
APP0152,Solstice Software,Data Visualization,Rejected
APP0152,Solstice Software,SQL,Rejected
APP0152,Solstice Software,VBA,Rejected
APP0152,Solstice Software,Snowflake,Rejected
APP0152,Solstice Software,PivotTables,Rejected
APP0153,Rivergate Bank,Power Query,Interview
APP0153,Rivergate Bank,A/B Testing,Interview
APP0153,Rivergate Bank,Business Intelligence,Interview
APP0153,Rivergate Bank,Statistics,Interview
APP0153,Rivergate Bank,Pandas,Interview
APP0153,Rivergate Bank,Python,Interview
APP0154,Beacon Hill Hospital,DAX,Rejected
APP0154,Beacon Hill Hospital,NumPy,Rejected
APP0154,Beacon Hill Hospital,Snowflake,Rejected
APP0154,Beacon Hill Hospital,Data Modeling,Rejected
APP0154,Beacon Hill Hospital,Business Intelligence,Rejected
APP0154,Beacon Hill Hospital,AWS,Rejected
APP0155,Greenfield Foods,Azure,Applied
APP0155,Greenfield Foods,Data Modeling,Applied
APP0155,Greenfield Foods,Communication,Applied
APP0155,Greenfield Foods,Excel,Applied
APP0155,Greenfield Foods,Statistics,Applied
APP0155,Greenfield Foods,ETL,Applied
APP0156,Beacon Hill Hospital,Machine Learning,Rejected
APP0156,Beacon Hill Hospital,Business Intelligence,Rejected
APP0156,Beacon Hill Hospital,Python,Rejected
APP0156,Beacon Hill Hospital,Snowflake,Rejected
APP0156,Beacon Hill Hospital,Power BI,Rejected
APP0156,Beacon Hill Hospital,Google Sheets,Rejected
APP0157,Crestline Insurance,Statistics,No Response
APP0157,Crestline Insurance,Machine Learning,No Response
APP0157,Crestline Insurance,Pandas,No Response
APP0157,Crestline Insurance,Power Query,No Response
APP0157,Crestline Insurance,Python,No Response
APP0157,Crestline Insurance,DAX,No Response
APP0158,Clearwater Media,Git,No Response
APP0158,Clearwater Media,Power BI,No Response
APP0158,Clearwater Media,Python,No Response
APP0158,Clearwater Media,PivotTables,No Response
APP0158,Clearwater Media,R,No Response
APP0158,Clearwater Media,NumPy,No Response
APP0159,Cobalt Analytics Inc,Excel,No Response
APP0159,Cobalt Analytics Inc,Data Cleaning,No Response
APP0159,Cobalt Analytics Inc,Git,No Response
APP0159,Cobalt Analytics Inc,Machine Learning,No Response
APP0159,Cobalt Analytics Inc,Looker,No Response
APP0160,Solstice Software,Snowflake,Applied
APP0160,Solstice Software,Pandas,Applied
APP0160,Solstice Software,Data Modeling,Applied
APP0160,Solstice Software,Python,Applied
APP0161,Copper Ridge Insurance,A/B Testing,Applied
APP0161,Copper Ridge Insurance,Data Modeling,Applied
APP0161,Copper Ridge Insurance,Business Intelligence,Applied
APP0161,Copper Ridge Insurance,Data Cleaning,Applied
APP0161,Copper Ridge Insurance,VBA,Applied
APP0161,Copper Ridge Insurance,Excel,Applied
APP0161,Copper Ridge Insurance,ETL,Applied
APP0161,Copper Ridge Insurance,Git,Applied
APP0162,Copper Ridge Insurance,VBA,No Response
APP0162,Copper Ridge Insurance,SQL,No Response
APP0162,Copper Ridge Insurance,Python,No Response
APP0162,Copper Ridge Insurance,Pandas,No Response
APP0162,Copper Ridge Insurance,Data Cleaning,No Response
APP0162,Copper Ridge Insurance,Tableau,No Response
APP0162,Copper Ridge Insurance,A/B Testing,No Response
APP0162,Copper Ridge Insurance,DAX,No Response
APP0163,Trailhead Logistics,Statistics,No Response
APP0163,Trailhead Logistics,Data Cleaning,No Response
APP0163,Trailhead Logistics,Pandas,No Response
APP0163,Trailhead Logistics,PivotTables,No Response
APP0163,Trailhead Logistics,Excel,No Response
APP0163,Trailhead Logistics,Git,No Response
APP0163,Trailhead Logistics,AWS,No Response
APP0163,Trailhead Logistics,Power Query,No Response
APP0164,Vertex Capital Partners,Snowflake,Offer
APP0164,Vertex Capital Partners,Excel,Offer
APP0164,Vertex Capital Partners,Communication,Offer
APP0164,Vertex Capital Partners,Forecasting,Offer
APP0164,Vertex Capital Partners,Data Visualization,Offer
APP0164,Vertex Capital Partners,Git,Offer
APP0165,Elm Street Foods,Excel,Applied
APP0165,Elm Street Foods,Statistics,Applied
APP0165,Elm Street Foods,AWS,Applied
APP0165,Elm Street Foods,DAX,Applied
APP0165,Elm Street Foods,Tableau,Applied
APP0165,Elm Street Foods,Data Modeling,Applied
APP0165,Elm Street Foods,PivotTables,Applied
APP0166,Amber Logistics,Tableau,No Response
APP0166,Amber Logistics,PivotTables,No Response
APP0166,Amber Logistics,Business Intelligence,No Response
APP0166,Amber Logistics,A/B Testing,No Response
APP0166,Amber Logistics,Azure,No Response
APP0166,Amber Logistics,VBA,No Response
APP0167,Marlin Energy,Data Cleaning,No Response
APP0167,Marlin Energy,ETL,No Response
APP0167,Marlin Energy,Snowflake,No Response
APP0167,Marlin Energy,SQL,No Response
APP0167,Marlin Energy,PivotTables,No Response
APP0167,Marlin Energy,AWS,No Response
APP0167,Marlin Energy,Statistics,No Response
APP0167,Marlin Energy,Communication,No Response
APP0168,Amber Logistics,Business Intelligence,Offer
APP0168,Amber Logistics,Excel,Offer
APP0168,Amber Logistics,SQL,Offer
APP0168,Amber Logistics,Data Cleaning,Offer
APP0169,Elm Street Foods,Statistics,Rejected
APP0169,Elm Street Foods,Pandas,Rejected
APP0169,Elm Street Foods,Power BI,Rejected
APP0169,Elm Street Foods,Python,Rejected
APP0170,Summit Consulting Partners,A/B Testing,Interview
APP0170,Summit Consulting Partners,Communication,Interview
APP0170,Summit Consulting Partners,Looker,Interview
APP0170,Summit Consulting Partners,Business Intelligence,Interview
APP0170,Summit Consulting Partners,Pandas,Interview
APP0171,Skyline Retailers,VBA,Applied
APP0171,Skyline Retailers,DAX,Applied
APP0171,Skyline Retailers,Power BI,Applied
APP0171,Skyline Retailers,Excel,Applied
APP0171,Skyline Retailers,Data Modeling,Applied
APP0171,Skyline Retailers,PivotTables,Applied
APP0171,Skyline Retailers,Azure,Applied
APP0171,Skyline Retailers,NumPy,Applied
APP0172,Skyline Retailers,Machine Learning,Rejected
APP0172,Skyline Retailers,SQL,Rejected
APP0172,Skyline Retailers,Pandas,Rejected
APP0172,Skyline Retailers,Power Query,Rejected
APP0172,Skyline Retailers,Data Modeling,Rejected
APP0173,Ironclad Manufacturing,Snowflake,Offer
APP0173,Ironclad Manufacturing,Google Sheets,Offer
APP0173,Ironclad Manufacturing,Forecasting,Offer
APP0173,Ironclad Manufacturing,Git,Offer
APP0173,Ironclad Manufacturing,R,Offer
APP0173,Ironclad Manufacturing,AWS,Offer
APP0173,Ironclad Manufacturing,Tableau,Offer
APP0173,Ironclad Manufacturing,Power BI,Offer
APP0174,Greenfield Foods,Python,No Response
APP0174,Greenfield Foods,Data Cleaning,No Response
APP0174,Greenfield Foods,Looker,No Response
APP0174,Greenfield Foods,Statistics,No Response
APP0175,Cypress Analytics,ETL,No Response
APP0175,Cypress Analytics,Power BI,No Response
APP0175,Cypress Analytics,Forecasting,No Response
APP0175,Cypress Analytics,NumPy,No Response
APP0175,Cypress Analytics,Looker,No Response
APP0175,Cypress Analytics,Data Visualization,No Response
APP0175,Cypress Analytics,A/B Testing,No Response
APP0175,Cypress Analytics,Pandas,No Response
APP0176,Meridian Data Co,Business Intelligence,Rejected
APP0176,Meridian Data Co,VBA,Rejected
APP0176,Meridian Data Co,Pandas,Rejected
APP0176,Meridian Data Co,Data Visualization,Rejected
APP0177,Elm Street Foods,Git,Offer
APP0177,Elm Street Foods,Data Visualization,Offer
APP0177,Elm Street Foods,SQL,Offer
APP0177,Elm Street Foods,Google Sheets,Offer
APP0177,Elm Street Foods,PivotTables,Offer
APP0177,Elm Street Foods,Python,Offer
APP0177,Elm Street Foods,NumPy,Offer
APP0177,Elm Street Foods,ETL,Offer
APP0178,Greenfield Foods,Snowflake,Interview
APP0178,Greenfield Foods,Looker,Interview
APP0178,Greenfield Foods,Data Visualization,Interview
APP0178,Greenfield Foods,Forecasting,Interview
APP0178,Greenfield Foods,PivotTables,Interview
APP0178,Greenfield Foods,Pandas,Interview
APP0178,Greenfield Foods,Python,Interview
APP0179,Crestline Insurance,Azure,Rejected
APP0179,Crestline Insurance,PivotTables,Rejected
APP0179,Crestline Insurance,AWS,Rejected
APP0179,Crestline Insurance,Forecasting,Rejected
APP0179,Crestline Insurance,Excel,Rejected
APP0180,Meridian Data Co,Data Cleaning,No Response
APP0180,Meridian Data Co,Snowflake,No Response
APP0180,Meridian Data Co,Power BI,No Response
APP0180,Meridian Data Co,Excel,No Response
APP0180,Meridian Data Co,Google Sheets,No Response
APP0180,Meridian Data Co,R,No Response
APP0180,Meridian Data Co,Data Visualization,No Response
APP0180,Meridian Data Co,Looker,No Response
APP0181,Ironclad Manufacturing,DAX,No Response
APP0181,Ironclad Manufacturing,Tableau,No Response
APP0181,Ironclad Manufacturing,Google Sheets,No Response
APP0181,Ironclad Manufacturing,ETL,No Response
APP0181,Ironclad Manufacturing,Power Query,No Response
APP0181,Ironclad Manufacturing,SQL,No Response
APP0182,Beacon Financial Group,R,No Response
APP0182,Beacon Financial Group,Looker,No Response
APP0182,Beacon Financial Group,Azure,No Response
APP0182,Beacon Financial Group,Forecasting,No Response
APP0182,Beacon Financial Group,VBA,No Response
APP0183,Foundry Manufacturing,Data Visualization,Rejected
APP0183,Foundry Manufacturing,Power Query,Rejected
APP0183,Foundry Manufacturing,Business Intelligence,Rejected
APP0183,Foundry Manufacturing,Git,Rejected
APP0183,Foundry Manufacturing,NumPy,Rejected
APP0184,Marlin Energy,Power BI,Applied
APP0184,Marlin Energy,R,Applied
APP0184,Marlin Energy,Data Cleaning,Applied
APP0184,Marlin Energy,Google Sheets,Applied
APP0184,Marlin Energy,NumPy,Applied
APP0184,Marlin Energy,A/B Testing,Applied
APP0184,Marlin Energy,SQL,Applied
APP0184,Marlin Energy,Tableau,Applied
APP0185,Crestline Insurance,Excel,Rejected
APP0185,Crestline Insurance,Machine Learning,Rejected
APP0185,Crestline Insurance,Pandas,Rejected
APP0185,Crestline Insurance,DAX,Rejected
